university,city,department,factor,reviewer_type,review_text,rating,
BNU - Beaconhouse National University,Islamabad,Electrical Engineering,Management,Undergraduate student,"University: BNU - Beaconhouse National University, City: Islamabad. Management: Students report slow responses from some administrative offices during peak periods. Focus groups highlighted these issues during exit interviews.",2,
Rawalpindi Medical University,Rawalpindi,Civil,Overall,Undergraduate student,"University: Rawalpindi Medical University, City: Rawalpindi. Overall: Strong programs in technical fields with good placement pipelines for top students. Overall reputation is strong for certain departments but weaker for others, causing mixed outcomes.",3,
Rawalpindi Medical University,Rawalpindi,Electrical Engineering,Labs,Undergraduate student,"University: Rawalpindi Medical University, City: Rawalpindi. Labs: Labs have modern equipment (including GPU clusters in CS) useful for projects and competitions. Based on informal surveys among peers, this is a recurring pattern.",4,
NUST,Islamabad,Medical,Management,Alumni,"University: NUST, City: Islamabad. Management: Grievance cells and student helplines exist to address issues. Elective approvals and administrative disputes can take several weeks to resolve.",3,
Rawalpindi Medical University,Rawalpindi,Electrical Engineering,Overall,Alumni,"University: Rawalpindi Medical University, City: Rawalpindi. Overall: Overall positive academic environment with opportunities for research. Placement support favours top students; average students find fewer opportunities.",4,
NUST,Islamabad,Medical,Overall,Postgraduate student,"University: NUST, City: Islamabad. Overall: Strong programs in technical fields with good placement pipelines for top students. Overall reputation is strong for certain departments but weaker for others, causing mixed outcomes.",3,
SZABIST Islamabad,Islamabad,Physics,Cafeteria,Staff,"University: SZABIST Islamabad, City: Islamabad. Cafeteria: Several vendors provide variety, though peak times get crowded.",3,
FAST-NUCES,Islamabad,Civil,Campus,Faculty,"University: FAST-NUCES, City: Islamabad. Campus: Recent renovations provided improved study pods and accessibility features.",5,
CUST,Islamabad,Electrical Engineering,Hostels,Alumni,"University: CUST, City: Islamabad. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces. Strict curfews and slow maintenance responses frustrate many residents. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship.",2,
Riphah International University,Islamabad,Civil,Campus,Alumni,"University: Riphah International University, City: Islamabad. Campus: Recent renovations provided improved study pods and accessibility features. Accessibility gaps remain despite improvements in some areas. Alumni feedback corroborates these points.",3,
COMSATS,Islamabad,Electrical Engineering,Sports,Postgraduate student,"University: COMSATS, City: Islamabad. Sports: Facilities are small for growing interest, with limited coaching staff.",3,
Riphah Rawalpindi Campus,Rawalpindi,Business,Campus,Staff,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Campus: Accessibility gaps remain despite improvements in some areas. Focus groups highlighted these issues during exit interviews.",1,
APCOMS,Rawalpindi,Civil,Resources,Staff,"University: APCOMS, City: Rawalpindi. Resources: Recent investments improved library and database subscriptions. Based on informal surveys among peers, this is a recurring pattern.",5,
FAST-NUCES,Islamabad,Biology,Events,Alumni,"University: FAST-NUCES, City: Islamabad. Events: Student societies run well-attended cultural and academic events. Event funding fluctuates year-to-year causing some cancellations. Based on informal surveys among peers, this is a recurring pattern.",4,
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Physics,Labs,Staff,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Labs: Practical lab sessions are well-supervised and closely linked to coursework. Alumni feedback corroborates these points.",4,
COMSATS,Islamabad,Mechanical Engineering,Overall,Faculty,"University: COMSATS, City: Islamabad. Overall: Overall positive academic environment with opportunities for research.",5,
FAST-NUCES,Islamabad,Computer Science,Management,Faculty,"University: FAST-NUCES, City: Islamabad. Management: Grievance cells and student helplines exist to address issues. Students report slow responses from some administrative offices during peak periods. Alumni feedback corroborates these points.",4,
Air University,Islamabad,Electrical Engineering,Cafeteria,Staff,"University: Air University, City: Islamabad. Cafeteria: Long queues and limited seating during events are frequent complaints.",3,
APCOMS,Rawalpindi,Biology,Events,Staff,"University: APCOMS, City: Rawalpindi. Events: Tech expos and speaker series bring industry professionals and recent research talks. Biology faculty recently collaborated with local industry on projects.",4,
BNU - Beaconhouse National University,Islamabad,Mechanical Engineering,Campus,Alumni,"University: BNU - Beaconhouse National University, City: Islamabad. Campus: Recent renovations provided improved study pods and accessibility features. Older buildings need renovation and signage is insufficient between blocks.",3,
NUST,Islamabad,Economics,Labs,Alumni,"University: NUST, City: Islamabad. Labs: Practical lab sessions are well-supervised and closely linked to coursework.",4,
NUST,Islamabad,Biology,Management,Faculty,"University: NUST, City: Islamabad. Management: Elective approvals and administrative disputes can take several weeks to resolve. Lab booking logs and placement statistics reflect this trend.",1,
Riphah Rawalpindi Campus,Rawalpindi,Medical,Hostels,Undergraduate student,"University: Riphah Rawalpindi Campus, City: Rawalpindi. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces. Lab booking logs and placement statistics reflect this trend.",4,
FAST-NUCES,Islamabad,Economics,Hostels,Faculty,"University: FAST-NUCES, City: Islamabad. Hostels: Newer hostels have good amenities and 24/7 security.",3,
GIKI (commuter students),Rawalpindi,Electrical Engineering,Sports,Staff,"University: GIKI (commuter students), City: Rawalpindi. Sports: Active student clubs organize inter-department tournaments and fitness sessions. Funding for competitive teams is limited and coaching is inconsistent.",4,
Air University,Islamabad,Physics,Campus,Undergraduate student,"University: Air University, City: Islamabad. Campus: Green campus spaces useful for group study and outdoor events. Older buildings need renovation and signage is insufficient between blocks. Based on informal surveys among peers, this is a recurring pattern.",4,
NUST,Islamabad,Economics,Events,Faculty,"University: NUST, City: Islamabad. Events: Logistics and scheduling conflicts sometimes reduce event quality.",2,
GIKI (commuter students),Rawalpindi,Business,Overall,Faculty,"University: GIKI (commuter students), City: Rawalpindi. Overall: Overall reputation is strong for certain departments but weaker for others, causing mixed outcomes. Alumni feedback corroborates these points. A visible improvement over the past two years.",2,
Foundation University Islamabad,Islamabad,Mechanical Engineering,Faculty,Postgraduate student,"University: Foundation University Islamabad, City: Islamabad. Faculty: Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours.",1,
APCOMS,Rawalpindi,Economics,Campus,Alumni,"University: APCOMS, City: Rawalpindi. Campus: Recent renovations provided improved study pods and accessibility features.",4,
NUML,Islamabad,Electrical Engineering,Overall,Alumni,"University: NUML, City: Islamabad. Overall: Overall positive academic environment with opportunities for research. Placement support favours top students; average students find fewer opportunities.",2,
Foundation University Islamabad,Islamabad,Medical,Sports,Staff,"University: Foundation University Islamabad, City: Islamabad. Sports: Facilities are small for growing interest, with limited coaching staff.",1,
