university,city,department,factor,reviewer_type,review_text,rating
APCOMS,Rawalpindi,Electrical Engineering,Sports,Staff,"University: APCOMS, City: Rawalpindi. Sports: Active student clubs organize inter-department tournaments and fitness sessions.",2
BNU - Beaconhouse National University,Islamabad,Business,Campus,Faculty,"University: BNU - Beaconhouse National University, City: Islamabad. Campus: Accessibility gaps remain despite improvements in some areas.",1
Rawalpindi Medical University,Rawalpindi,Biology,Management,Undergraduate student,"University: Rawalpindi Medical University, City: Rawalpindi. Management: Students report slow responses from some administrative offices during peak periods.",2
BNU - Beaconhouse National University,Islamabad,Business,Cafeteria,Alumni,"University: BNU - Beaconhouse National University, City: Islamabad. Cafeteria: Several vendors provide variety, though peak times get crowded. Long queues and limited seating during events are frequent complaints. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Based on informal surveys among peers, this is a recurring pattern.",3
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Electrical Engineering,Resources,Staff,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Resources: Resource allocation can be uneven; some departments report outdated software or restricted hours.",1
SZABIST Islamabad,Islamabad,Physics,Cafeteria,Undergraduate student,"University: SZABIST Islamabad, City: Islamabad. Cafeteria: Several vendors provide variety, though peak times get crowded. Physics faculty recently collaborated with local industry on projects. Based on informal surveys among peers, this is a recurring pattern.",4
NUST,Islamabad,Electrical Engineering,Overall,Postgraduate student,"University: NUST, City: Islamabad. Overall: Overall positive academic environment with opportunities for research. Placement support favours top students; average students find fewer opportunities. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Alumni feedback corroborates these points.",2
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Economics,Hostels,Postgraduate student,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces.",5
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Business,Sports,Undergraduate student,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Sports: Facilities are adequate for casual and intramural sports. In Business, students reported strong project outcomes this year.",4
NUST,Islamabad,Economics,Events,Faculty,"University: NUST, City: Islamabad. Events: Logistics and scheduling conflicts sometimes reduce event quality.",3
APCOMS,Rawalpindi,Computer Science,Resources,Faculty,"University: APCOMS, City: Rawalpindi. Resources: Good access to online journals and lab licenses that support thesis work. Alumni feedback corroborates these points.",5
SZABIST Islamabad,Islamabad,Civil,Events,Alumni,"University: SZABIST Islamabad, City: Islamabad. Events: Tech expos and speaker series bring industry professionals and recent research talks.",5
Fatima Jinnah Women University (Rawalpindi),Rawalpindi,Computer Science,Faculty,Faculty,"University: Fatima Jinnah Women University (Rawalpindi), City: Rawalpindi. Faculty: Some lecturers rely heavily on slide-based lectures and are hard to reach during office hours. Lab booking logs and placement statistics reflect this trend.",2
BNU - Beaconhouse National University,Islamabad,Mechanical Engineering,Events,Postgraduate student,"University: BNU - Beaconhouse National University, City: Islamabad. Events: Tech expos and speaker series bring industry professionals and recent research talks. Lab booking logs and placement statistics reflect this trend.",5
NUST,Islamabad,Business,Labs,Alumni,"University: NUST, City: Islamabad. Labs: Lab schedules clash with other courses and maintenance downtimes are poorly communicated.",1
Foundation University Islamabad,Islamabad,Medical,Campus,Faculty,"University: Foundation University Islamabad, City: Islamabad. Campus: Accessibility gaps remain despite improvements in some areas.",2
Rawalpindi Medical University,Rawalpindi,Economics,Overall,Staff,"University: Rawalpindi Medical University, City: Rawalpindi. Overall: Placement support favours top students; average students find fewer opportunities. Alumni feedback corroborates these points.",1
Air University,Islamabad,Economics,Events,Faculty,"University: Air University, City: Islamabad. Events: Student societies run well-attended cultural and academic events. Logistics and scheduling conflicts sometimes reduce event quality.",2
SZABIST Islamabad,Islamabad,Medical,Cafeteria,Faculty,"University: SZABIST Islamabad, City: Islamabad. Cafeteria: Affordable food options with some healthy choices and extended hours during exams. Food hygiene and variety are sometimes a concern, especially during busy hours. Suggested improvements include clearer scheduling and enhanced faculty-student mentorship. Alumni feedback corroborates these points.",4
Riphah International University,Islamabad,Electrical Engineering,Overall,Postgraduate student,"University: Riphah International University, City: Islamabad. Overall: Overall positive academic environment with opportunities for research. Overall reputation is strong for certain departments but weaker for others, causing mixed outcomes.",3
SZABIST Islamabad,Islamabad,Computer Science,Cafeteria,Undergraduate student,"University: SZABIST Islamabad, City: Islamabad. Cafeteria: Affordable food options with some healthy choices and extended hours during exams. Food hygiene and variety are sometimes a concern, especially during busy hours. Students recommended extending lab hours.",3
Pakistan Institute of Engineering and Applied Sciences (PIEAS),Islamabad,Mechanical Engineering,Overall,Alumni,"University: Pakistan Institute of Engineering and Applied Sciences (PIEAS), City: Islamabad. Overall: Placement support favours top students; average students find fewer opportunities. This aligns with several student forum complaints from last semester. Based on informal surveys among peers, this is a recurring pattern.",2
Quaid-i-Azam University,Islamabad,Biology,Overall,Postgraduate student,"University: Quaid-i-Azam University, City: Islamabad. Overall: Overall reputation is strong for certain departments but weaker for others, causing mixed outcomes. Focus groups highlighted these issues during exit interviews.",3
Riphah International University,Islamabad,Physics,Sports,Postgraduate student,"University: Riphah International University, City: Islamabad. Sports: Facilities are adequate for casual and intramural sports. In Physics, students reported strong project outcomes this year.",4
Riphah International University,Islamabad,Mechanical Engineering,Sports,Undergraduate student,"University: Riphah International University, City: Islamabad. Sports: Facilities are adequate for casual and intramural sports. Based on informal surveys among peers, this is a recurring pattern.",5
Riphah International University,Islamabad,Electrical Engineering,Hostels,Undergraduate student,"University: Riphah International University, City: Islamabad. Hostels: Hostels offer secure accommodation with Wi‑Fi and study spaces. Strict curfews and slow maintenance responses frustrate many residents.",4
SZABIST Islamabad,Islamabad,Business,Sports,Undergraduate student,"University: SZABIST Islamabad, City: Islamabad. Sports: Funding for competitive teams is limited and coaching is inconsistent.",3
Air University,Islamabad,Mechanical Engineering,Labs,Faculty,"University: Air University, City: Islamabad. Labs: Labs have modern equipment (including GPU clusters in CS) useful for projects and competitions. Certain lab equipment is dated and booking is competitive, delaying final projects.",4
NUML,Islamabad,Mechanical Engineering,Faculty,Faculty,"University: NUML, City: Islamabad. Faculty: Several professors run labs with graduate students and publish regularly, offering good mentorship. Variation in faculty quality exists — adjuncts sometimes lack consistent feedback. Lab booking logs and placement statistics reflect this trend.",2
